1163.800903 1884.781860 -134.619141 0.165586 1.236485 6.059906 
1163.800903 1895.481812 -135.691895 0.203606 -0.073607 6.187207 
1154.042236 1895.481812 -134.619141 1.003421 0.013384 6.125368 
25.862251 1828.182739 -134.619141 1.708440 1.335013 5.845595 
25.862251 1829.831421 -134.895020 1.524167 0.767508 6.021939 
24.993202 1829.831421 -134.619141 2.057240 0.904547 5.852981 
1174.742554 1889.450562 -134.619141 -1.062807 0.970766 6.024330 
1174.742554 1895.481812 -135.005859 -0.674816 0.003992 6.216188 
47.745689 1816.550171 -134.619141 0.404525 2.092000 5.884863 
47.745689 1818.889771 -135.354126 0.051072 1.192916 6.095865 
37.796516 1818.889771 -134.619141 0.446915 1.975872 5.884953 
1177.233032 1895.481812 -134.619141 -1.378735 0.005971 6.073757 
1163.800903 1903.756226 -134.619141 0.218450 -1.084528 6.154279 
36.803978 1829.831421 -136.988892 0.341930 0.582829 6.115129 
36.803978 1819.161255 -134.619141 0.878126 1.856545 5.875346 
1174.742554 1901.637085 -134.619141 -0.719415 -0.663302 6.165595 
47.745689 1829.831421 -136.557495 -0.485543 0.114692 6.187963 
91.512566 1801.896606 -134.619141 0.839643 1.759375 5.956641 
91.512566 1807.947876 -136.046143 1.088307 0.604643 6.097705 
84.240379 1807.947876 -134.619141 1.048867 0.554295 6.147224 
58.687401 1818.889771 -135.027832 -0.330322 0.488592 6.223001 
58.687401 1816.104858 -134.619141 -0.107143 1.138798 6.160146 
63.319893 1818.889771 -134.619141 -0.531181 0.314555 6.239835 
58.687401 1829.831421 -135.080688 -0.724456 -0.186332 6.226730 
62.403633 1829.831421 -134.619141 -0.649480 -0.143606 6.246051 
91.512566 1818.889771 -135.818726 0.888525 -0.654265 6.150759 
83.982338 1818.889771 -134.619141 0.799086 -0.326268 6.213989 
91.512566 1824.841919 -134.619141 0.464588 -1.215247 6.141364 
102.454277 1807.947876 -137.953369 0.208069 0.596939 6.008127 
102.454277 1797.448608 -134.619141 0.378483 2.243490 5.806304 
113.395988 1798.174194 -134.619141 -1.540838 1.541647 5.713092 
113.395988 1807.947876 -136.736694 -1.519533 0.393045 5.870213 
118.354225 1807.947876 -134.619141 -3.029832 0.376626 5.309320 
102.454277 1818.889771 -137.164307 -0.030965 -1.098121 6.036945 
113.395988 1818.889771 -135.746338 -1.409293 -1.209795 5.876604 
102.454277 1826.607056 -134.619141 -0.404180 -2.029649 5.899404 
113.395988 1822.309937 -134.619141 -1.818652 -2.194525 5.460325 
116.531410 1818.889771 -134.619141 -2.754913 -1.511864 5.200104 
25.862251 1840.773071 -135.860962 0.974718 -0.237849 6.115239 
20.612602 1840.773071 -134.619141 1.910280 -0.119757 5.858883 
25.862251 1850.112427 -134.619141 1.020998 -1.433595 5.879893 
36.803978 1840.773071 -136.382080 -0.160121 -0.738467 6.199201 
47.745689 1840.773071 -135.176147 -0.635508 -0.870025 6.189744 
36.803978 1850.605591 -134.619141 -0.210905 -1.260684 6.135694 
47.745689 1844.368774 -134.619141 -0.401181 -0.840896 6.206511 
58.687401 1834.886597 -134.619141 -0.558121 -0.434056 6.236977 
53.601158 1840.773071 -134.619141 -0.448584 -0.501194 6.241402 
69.629128 1851.714722 -134.433594 0.117978 -0.062130 6.271717 
80.570839 1851.714722 -134.609619 -0.224278 0.144798 6.239652 
80.570839 1862.656616 -134.031738 -0.406364 -1.120193 6.076159 
69.629128 1862.656616 -133.845825 0.240827 -0.788308 6.206032 
-6.962898 1348.395874 -124.506104 -0.226971 1.151214 6.157098 
-17.904610 1348.395874 -124.267700 0.804801 0.770649 6.143893 
-17.904610 1344.168335 -123.677490 0.893404 0.920154 6.100472 
-6.962898 1342.593872 -123.677490 -0.304623 0.701253 6.223128 
91.512566 1851.714722 -133.796509 -1.204126 -0.127189 6.047754 
91.512566 1862.656616 -132.610229 -1.930363 -1.714058 5.388675 
69.629128 1873.598267 -131.693848 -0.276730 -1.764703 5.970160 
80.570839 1873.598267 -130.201416 -1.218217 -2.380661 5.652997 
-0.542404 1348.395874 -123.677490 -1.080181 1.118253 6.079493 
91.512566 1873.598267 -126.665283 -2.522217 -2.797514 4.932093 
91.512566 1840.773071 -132.843750 -0.600242 -0.081484 6.234546 
102.454277 1829.831421 -133.455078 -0.746699 -1.677194 5.993686 
102.454277 1840.773071 -130.772583 -1.913418 -1.169739 5.820935 
91.512566 1829.831421 -133.599609 0.047696 -0.829484 6.210966 
113.395988 1829.831421 -131.347900 -2.105612 -2.231542 5.411680 
113.395988 1840.773071 -126.062256 -2.658675 -2.424018 5.136760 
-17.904610 1359.337524 -125.699829 1.630728 0.594582 5.929909 
-6.962898 1359.337524 -127.414307 0.255196 1.137341 6.056544 
102.454277 1851.714722 -129.703491 -2.988558 -1.205021 5.245251 
113.395988 1845.951782 -123.677490 -3.514476 -2.376962 4.533932 
110.233147 1851.714722 -123.677490 -4.029997 -2.462310 4.037475 
3.978813 1352.295166 -123.677490 -1.573146 1.999373 5.721670 
3.978813 1359.337524 -126.759399 -1.021409 1.809649 5.777190 
-17.904610 1370.279297 -126.083862 1.468532 -0.118997 6.075119 
-6.962898 1370.279297 -128.587646 0.804586 0.026627 6.108514 
124.337715 1829.831421 -125.677490 -2.883262 -2.114037 5.143200 
124.337715 1833.972046 -123.677490 -2.883961 -2.797060 4.793837 
117.306221 1840.773071 -123.677490 -3.054917 -2.593612 4.832691 
127.639473 1829.831421 -123.677490 -3.158938 -1.860135 5.073120 
3.978813 1370.279297 -129.278076 -0.646401 0.371751 5.944120 
102.454277 1862.656616 -125.337524 -3.714937 -2.488369 4.114984 
-6.962898 1381.220947 -127.093872 0.837992 -0.876414 6.152812 
-17.904610 1381.220947 -125.109985 1.690385 -0.749905 5.960826 
103.798454 1862.656616 -123.677490 -4.507086 -2.672971 3.346192 
3.978813 1381.220947 -128.052368 -0.293139 -0.811570 6.147920 
1141.917358 1870.495483 -123.677490 1.981462 1.909221 5.645484 
1141.917358 1873.598267 -124.657104 2.083630 1.760127 5.659883 
1139.320435 1873.598267 -123.677490 2.161526 1.646353 5.663660 
102.454277 1864.622192 -123.677490 -4.046118 -3.138208 3.487095 
95.620399 1873.598267 -123.677490 -3.867239 -2.804745 3.973497 
1185.684326 1851.610474 -123.677490 -0.149267 1.369431 6.108126 
1185.684326 1851.714722 -123.693481 -0.101988 0.885409 6.217463 
1177.138306 1851.714722 -123.677490 0.083938 1.247852 6.143586 
-6.962898 1392.162720 -125.388550 0.727531 -1.194118 6.102685 
-16.684143 1392.162720 -123.677490 1.033717 -1.261577 6.063230 
-17.904610 1390.986938 -123.677490 1.219658 -0.909923 6.089691 
47.745689 1873.598267 -129.771362 1.281658 -1.686754 5.886131 
58.687401 1873.598267 -131.715820 0.470711 -1.437020 6.016603 
58.687401 1884.539917 -128.001221 0.317109 -2.553555 5.631404 
47.745689 1884.539917 -126.167114 1.252275 -2.219748 5.709763 
1152.859131 1861.364868 -123.677490 1.116424 1.883199 5.885113 
1152.859131 1862.656616 -124.112549 1.094321 2.159830 5.792915 
1151.077026 1862.656616 -123.677490 1.588830 2.045089 5.722242 
69.629128 1884.539917 -127.395264 -0.634224 -2.703672 5.592078 
3.978813 1392.162720 -126.082764 -0.153940 -1.358728 6.081660 
47.745689 1889.850464 -123.677490 0.906477 -3.050487 5.369946 
58.687401 1891.793823 -123.677490 0.129310 -3.615700 5.069317 
1163.800903 1862.656616 -125.582275 0.326421 1.997975 5.935188 
1163.800903 1855.721069 -123.677490 0.623459 1.497219 6.060458 
12.974297 1359.337524 -123.677490 -2.353773 2.147395 5.354075 
69.629128 1890.998169 -123.677490 -0.581871 -3.550828 5.091264 
80.570839 1884.539917 -125.194214 -1.319719 -2.576178 5.572723 
